line, word
2960, got
2960, up
2960, very
2960, sulkily
2960, and
2960, crossed
2960, over
2960, to
2960, the
2961, other
2961, side
2961, of
2961, the
2961, court.
2962, 
2963, All
2963, this
2963, time
2963, the
2963, Queen
2963, had
2963, never
2963, left
2963, off
2963, staring
2963, at
2963, the
2963, Hatter,
2963, and,
2964, just
2964, as
2964, the
2964, Dormouse
2964, crossed
2964, the
2964, court,
2964, she
2964, said
2964, to
2964, one
2964, of
2964, the
2964, officers
2965, of
2965, the
2965, court,
2965, 'Bring
2965, me
2965, the
2965, list
2965, of
2965, the
2965, singers
2965, in
2965, the
2965, last
2965, concert!'
2965, on
2966, which
2966, the
2966, wretched
2966, Hatter
2966, trembled
2966, so,
2966, that
2966, he
2966, shook
2966, both
2966, his
2966, shoes
2966, off.
2967, 
2968, 'Give
2968, your
2968, evidence,'
2968, the
2968, King
2968, repeated
2968, angrily,
2968, 'or
2968, I'll
2968, have
2968, you
2969, executed,
2969, whether
2969, you're
2969, nervous
2969, or
2969, not.'
2970, 
2971, 'I'm
2971, a
2971, poor
2971, man,
2971, your
2971, Majesty,'
2971, the
2971, Hatter
2971, began,
2971, in
2971, a
2971, trembling
2971, voice,
2972, '--and
2972, I
2972, hadn't
2972, begun
2972, my
2972, tea--not
2972, above
2972, a
2972, week
2972, or
2972, so--and
2972, what
2972, with
2972, the
2973, bread-and-butter
2973, getting
2973, so
2973, thin--and
2973, the
2973, twinkling
2973, of
2973, the
2973, tea--'
2974, 
2975, 'The
2975, twinkling
2975, of
2975, the
2975, what?'
2975, said
2975, the
2975, King.
2976, 
2977, 'It
2977, began
2977, with
2977, the
2977, tea,'
2977, the
2977, Hatter
2977, replied.
2978, 
2979, 'Of
2979, course
2979, twinkling
2979, begins
2979, with
2979, a
2979, T!'
2979, said
2979, the
2979, King
2979, sharply.
2979, 'Do
2979, you
2980, take
2980, me
2980, for
2980, a
2980, dunce?
2980, Go
2980, on!'
2981, 
2982, 'I'm
2982, a
2982, poor
2982, man,'
2982, the
2982, Hatter
2982, went
2982, on,
2982, 'and
2982, most
2982, things
2982, twinkled
2982, after
2983, that--only
2983, the
2983, March
2983, Hare
2983, said--'
2984, 
2985, 'I
2985, didn't!'
2985, the
2985, March
2985, Hare
2985, interrupted
2985, in
2985, a
2985, great
2985, hurry.
2986, 
2987, 'You
2987, did!'
2987, said
2987, the
2987, Hatter.
2988, 
2989, 'I
2989, deny
2989, it!'
2989, said
2989, the
2989, March
2989, Hare.
2990, 
2991, 'He
2991, denies
2991, it,'
2991, said
2991, the
2991, King:
2991, 'leave
2991, out
2991, that
2991, part.'
2992, 
2993, 'Well,
2993, at
2993, any
2993, rate,
2993, the
2993, Dormouse
2993, said--'
2993, the
2993, Hatter
2993, went
2993, on,
2993, looking
2994, anxiously
2994, round
2994, to
2994, see
2994, if
2994, he
2994, would
2994, deny
2994, it
2994, too:
2994, but
2994, the
2994, Dormouse
2994, denied
2995, nothing,
2995, being
2995, fast
2995, asleep.
2996, 
2997, 'After
2997, that,'
2997, continued
2997, the
2997, Hatter,
2997, 'I
2997, cut
2997, some
2997, more
2997, bread-and-butter--'
2998, 
2999, 'But
2999, what
2999, did
2999, the
2999, Dormouse
2999, say?'
2999, one
2999, of
2999, the
2999, jury
2999, asked.
3000, 
3001, 'That
3001, I
3001, can't
3001, remember,'
3001, said
3001, the
3001, Hatter.
3002, 
3003, 'You
3003, MUST
3003, remember,'
3003, remarked
3003, the
3003, King,
3003, 'or
3003, I'll
3003, have
3003, you
3003, executed.'
3004, 
3005, The
3005, miserable
3005, Hatter
3005, dropped
3005, his
3005, teacup
3005, and
3005, bread-and-butter,
3005, and
3005, went
3006, down
3006, on
3006, one
3006, knee.
3006, 'I'm
3006, a
3006, poor
3006, man,
3006, your
3006, Majesty,'
3006, he
3006, began.
3007, 
3008, 'You're
3008, a
3008, very
3008, poor
3008, speaker,'
3008, said
3008, the
3008, King.
3009, 
3010, Here
3010, one
3010, of
3010, the
3010, guinea-pigs
3010, cheered,
3010, and
3010, was
3010, immediately
3010, suppressed
3010, by
3011, the
3011, officers
3011, of
3011, the
3011, court.
3011, (As
3011, that
3011, is
3011, rather
3011, a
3011, hard
3011, word,
3011, I
3011, will
3011, just
3012, explain
3012, to
3012, you
3012, how
3012, it
3012, was
3012, done.
3012, They
3012, had
3012, a
3012, large
3012, canvas
3012, bag,
3012, which
3012, tied
3013, up
3013, at
3013, the
3013, mouth
3013, with
3013, strings:
3013, into
3013, this
3013, they
3013, slipped
3013, the
3013, guinea-pig,
3014, head
3014, first,
3014, and
3014, then
3014, sat
3014, upon
3014, it.)
3015, 
3016, 'I'm
3016, glad
3016, I've
3016, seen
3016, that
3016, done,'
3016, thought
3016, Alice.
3016, 'I've
3016, so
3016, often
3016, read
3017, in
3017, the
3017, newspapers,
3017, at
3017, the
3017, end
3017, of
3017, trials,
3017, "There
3017, was
3017, some
3017, attempts
3018, at
3018, applause,
3018, which
3018, was
3018, immediately
3018, suppressed
3018, by
3018, the
3018, officers
3018, of
3018, the
3019, court,"
3019, and
3019, I
3019, never
3019, understood
3019, what
3019, it
3019, meant
3019, till
3019, now.'
3020, 
3021, 'If
3021, that's
3021, all
3021, you
3021, know
3021, about
3021, it,
3021, you
3021, may
3021, stand
3021, down,'
3021, continued
3021, the
3022, King.
3023, 
3024, 'I
3024, can't
3024, go
3024, no
3024, lower,'
3024, said
3024, the
3024, Hatter:
3024, 'I'm
3024, on
3024, the
3024, floor,
3024, as
3024, it
3024, is.'
3025, 
3026, 'Then
3026, you
3026, may
3026, SIT
3026, down,'
3026, the
3026, King
3026, replied.
3027, 
3028, Here
3028, the
3028, other
3028, guinea-pig
3028, cheered,
3028, and
3028, was
3028, suppressed.
3029, 
3030, 'Come,
3030, that
3030, finished
3030, the
3030, guinea-pigs!'
3030, thought
3030, Alice.
3030, 'Now
3030, we
3030, shall
3030, get
3031, on
3031, better.'
3032, 
3033, 'I'd
3033, rather
3033, finish
3033, my
3033, tea,'
3033, said
3033, the
3033, Hatter,
3033, with
3033, an
3033, anxious
3033, look
3033, at
3033, the
3034, Queen,
3034, who
3034, was
3034, reading
3034, the
3034, list
3034, of
3034, singers.
3035, 
3036, 'You
3036, may
3036, go,'
3036, said
3036, the
3036, King,
3036, and
3036, the
3036, Hatter
3036, hurriedly
3036, left
3036, the
3036, court,
3037, without
3037, even
3037, waiting
3037, to
3037, put
3037, his
3037, shoes
3037, on.
3038, 
3039, '--and
3039, just
3039, take
3039, his
3039, head
3039, off
3039, outside,'
3039, the
3039, Queen
3039, added
3039, to
3039, one
3039, of
3039, the
3040, officers:
3040, but
3040, the
3040, Hatter
3040, was
3040, out
3040, of
3040, sight
3040, before
3040, the
3040, officer
3040, could
3040, get
3041, to
3041, the
3041, door.
3042, 
3043, 'Call
3043, the
3043, next
3043, witness!'
3043, said
3043, the
3043, King.
3044, 
3045, The
3045, next
3045, witness
3045, was
3045, the
3045, Duchess's
3045, cook.
3045, She
3045, carried
3045, the
3045, pepper-box
3045, in
3046, her
3046, hand,
3046, and
3046, Alice
3046, guessed
3046, who
3046, it
3046, was,
3046, even
3046, before
3046, she
3046, got
3046, into
3046, the
3047, court,
3047, by
3047, the
3047, way
3047, the
3047, people
3047, near
3047, the
3047, door
3047, began
3047, sneezing
3047, all
3047, at
3047, once.
3048, 
3049, 'Give
3049, your
3049, evidence,'
3049, said
3049, the
3049, King.
3050, 
3051, 'Shan't,'
3051, said
3051, the
3051, cook.
3052, 
3053, The
3053, King
3053, looked
3053, anxiously
3053, at
3053, the
3053, White
3053, Rabbit,
3053, who
3053, said
3053, in
3053, a
3053, low
3053, voice,
3054, 'Your
3054, Majesty
3054, must
3054, cross-examine
3054, THIS
3054, witness.'
3055, 
3056, 'Well,
3056, if
3056, I
3056, must,
3056, I
3056, must,'
3056, the
3056, King
3056, said,
3056, with
3056, a
3056, melancholy
3056, air,
3056, and,
3057, after
3057, folding
3057, his
3057, arms
3057, and
3057, frowning
3057, at
3057, the
3057, cook
3057, till
3057, his
3057, eyes
3057, were
3058, nearly
3058, out
3058, of
3058, sight,
3058, he
3058, said
3058, in
3058, a
3058, deep
3058, voice,
3058, 'What
3058, are
3058, tarts
3058, made
3058, of?'
3059, 
3060, 'Pepper,
3060, mostly,'
3060, said
3060, the
3060, cook.
3061, 
3062, 'Treacle,'
3062, said
3062, a
3062, sleepy
3062, voice
3062, behind
3062, her.
3063, 
3064, 'Collar
3064, that
3064, Dormouse,'
3064, the
3064, Queen
3064, shrieked
3064, out.
3064, 'Behead
3064, that
3064, Dormouse!
3065, Turn
3065, that
3065, Dormouse
3065, out
3065, of
3065, court!
3065, Suppress
3065, him!
3065, Pinch
3065, him!
3065, Off
3065, with
3065, his
3066, whiskers!'
3067, 
3068, For
3068, some
3068, minutes
3068, the
3068, whole
3068, court
3068, was
3068, in
3068, confusion,
3068, getting
3068, the
3068, Dormouse
3069, turned
3069, out,
3069, and,
3069, by
3069, the
3069, time
3069, they
3069, had
3069, settled
3069, down
3069, again,
3069, the
3069, cook
3069, had
3070, disappeared.
3071, 
3072, 'Never
3072, mind!'
3072, said
3072, the
3072, King,
3072, with
3072, an
3072, air
3072, of
3072, great
3072, relief.
3072, 'Call
3072, the
3072, next
3073, witness.'
3073, And
3073, he
3073, added
3073, in
3073, an
3073, undertone
3073, to
3073, the
3073, Queen,
3073, 'Really,
3073, my
3073, dear,
3074, YOU
3074, must
3074, cross-examine
3074, the
3074, next
3074, witness.
3074, It
3074, quite
3074, makes
3074, my
3074, forehead
3075, ache!'
3076, 
3077, Alice
3077, watched
3077, the
3077, White
3077, Rabbit
3077, as
3077, he
3077, fumbled
3077, over
3077, the
3077, list,
3077, feeling
3077, very
3078, curious
3078, to
3078, see
3078, what
3078, the
3078, next
3078, witness
3078, would
3078, be
3078, like,
3078, '--for
3078, they
3078, haven't
3079, got
3079, much
3079, evidence
3079, YET,'
3079, she
3079, said
3079, to
3079, herself.
3079, Imagine
3079, her
3079, surprise,
3079, when
3080, the
3080, White
3080, Rabbit
3080, read
3080, out,
3080, at
3080, the
3080, top
3080, of
3080, his
3080, shrill
3080, little
3080, voice,
3080, the
3081, name
3081, 'Alice!'
3082, 
3083, 
3084, 
3085, CHAPTER
3085, XII
3086, 
3087, Alice's
3087, Evidence
3088, 
3089, 
3090, 'Here!'
3090, cried
3090, Alice,
3090, quite
3090, forgetting
3090, in
3090, the
3090, flurry
3090, of
3090, the
3090, moment
3090, how
3091, large
3091, she
3091, had
3091, grown
3091, in
3091, the
3091, last
3091, few
3091, minutes,
3091, and
3091, she
3091, jumped
3091, up
3091, in
3091, such
3092, a
3092, hurry
3092, that
3092, she
3092, tipped
3092, over
3092, the
3092, jury-box
3092, with
3092, the
3092, edge
3092, of
3092, her
3092, skirt,
3093, upsetting
3093, all
3093, the
3093, jurymen
3093, on
3093, to
3093, the
3093, heads
3093, of
3093, the
3093, crowd
3093, below,
3093, and
3093, there
3094, they
3094, lay
3094, sprawling
3094, about,
3094, reminding
3094, her
3094, very
3094, much
3094, of
3094, a
3094, globe
3094, of
3094, goldfish
3095, she
3095, had
3095, accidentally
3095, upset
3095, the
3095, week
3095, before.
3096, 
3097, 'Oh,
3097, I
3097, BEG
3097, your
3097, pardon!'
3097, she
3097, exclaimed
3097, in
3097, a
3097, tone
3097, of
3097, great
3097, dismay,
3097, and
3098, began
3098, picking
3098, them
3098, up
3098, again
3098, as
3098, quickly
3098, as
3098, she
3098, could,
3098, for
3098, the
3098, accident
3098, of
3099, the
3099, goldfish
3099, kept
3099, running
3099, in
3099, her
3099, head,
3099, and
3099, she
3099, had
3099, a
3099, vague
3099, sort
3099, of
3099, idea
3100, that
3100, they
3100, must
3100, be
3100, collected
3100, at
3100, once
3100, and
3100, put
3100, back
3100, into
3100, the
3100, jury-box,
3100, or
3101, they
3101, would
3101, die.
3102, 
3103, 'The
3103, trial
3103, cannot
3103, proceed,'
3103, said
3103, the
3103, King
3103, in
3103, a
3103, very
3103, grave
3103, voice,
3103, 'until
3104, all
3104, the
3104, jurymen
3104, are
3104, back
3104, in
3104, their
3104, proper
3104, places--ALL,'
3104, he
3104, repeated
3104, with
3105, great
3105, emphasis,
3105, looking
3105, hard
3105, at
3105, Alice
3105, as
3105, he
3105, said
3105, do.
3106, 
3107, Alice
3107, looked
3107, at
3107, the
3107, jury-box,
3107, and
3107, saw
3107, that,
3107, in
3107, her
3107, haste,
3107, she
3107, had
3107, put
3108, the
3108, Lizard
3108, in
3108, head
3108, downwards,
3108, and
3108, the
3108, poor
3108, little
3108, thing
3108, was
3108, waving
3108, its
3109, tail
3109, about
3109, in
3109, a
3109, melancholy
3109, way,
3109, being
3109, quite
3109, unable
3109, to
3109, move.
3109, She
3109, soon
3109, got
3110, it
3110, out
3110, again,
3110, and
3110, put
3110, it
3110, right;
3110, 'not
3110, that
3110, it
3110, signifies
3110, much,'
3110, she
3110, said
3111, to
3111, herself;
3111, 'I
3111, should
3111, think
3111, it
3111, would
3111, be
3111, QUITE
3111, as
3111, much
3111, use
3111, in
3111, the
3111, trial
3112, one
3112, way
3112, up
3112, as
3112, the
3112, other.'
3113, 
3114, As
3114, soon
3114, as
3114, the
3114, jury
3114, had
3114, a
3114, little
3114, recovered
3114, from
3114, the
3114, shock
3114, of
3114, being
3115, upset,
3115, and
3115, their
3115, slates
3115, and
3115, pencils
3115, had
3115, been
3115, found
3115, and
3115, handed
3115, back
3115, to
3116, them,
3116, they
3116, set
3116, to
3116, work
3116, very
3116, diligently
3116, to
3116, write
3116, out
3116, a
3116, history
3116, of
3116, the
3117, accident,
3117, all
3117, except
3117, the
3117, Lizard,
3117, who
3117, seemed
3117, too
3117, much
3117, overcome
3117, to
3117, do
3118, anything
3118, but
3118, sit
3118, with
3118, its
3118, mouth
3118, open,
3118, gazing
3118, up
3118, into
3118, the
3118, roof
3118, of
3118, the
3119, court.
3120, 
3121, 'What
3121, do
3121, you
3121, know
3121, about
3121, this
3121, business?'
3121, the
3121, King
3121, said
3121, to
3121, Alice.
3122, 
3123, 'Nothing,'
3123, said
3123, Alice.
3124, 
3125, 'Nothing
3125, WHATEVER?'
3125, persisted
3125, the
3125, King.
3126, 
3127, 'Nothing
3127, whatever,'
3127, said
3127, Alice.
3128, 
3129, 'That's
3129, very
3129, important,'
3129, the
3129, King
3129, said,
3129, turning
3129, to
3129, the
3129, jury.
3129, They
3129, were
3130, just
3130, beginning
3130, to
3130, write
3130, this
3130, down
3130, on
3130, their
3130, slates,
3130, when
3130, the
3130, White
3130, Rabbit
3131, interrupted:
3131, 'UNimportant,
3131, your
3131, Majesty
3131, means,
3131, of
3131, course,'
3131, he
3131, said
3131, in
3131, a
3132, very
3132, respectful
3132, tone,
3132, but
3132, frowning
3132, and
3132, making
3132, faces
3132, at
3132, him
3132, as
3132, he
3132, spoke.
3133, 
3134, 'UNimportant,
3134, of
3134, course,
3134, I
3134, meant,'
3134, the
3134, King
3134, hastily
3134, said,
3134, and
3134, went
3134, on
3135, to
3135, himself
3135, in
3135, an
3135, undertone,
3136, 
3137, 'important--unimportant--unimportant--important--'
3137, as
3137, if
3137, he
3137, were
3137, trying
3138, which
3138, word
3138, sounded
3138, best.
3139, 
3140, Some
3140, of
3140, the
3140, jury
3140, wrote
3140, it
3140, down
3140, 'important,'
3140, and
3140, some
3140, 'unimportant.'
3141, Alice
3141, could
3141, see
3141, this,
3141, as
3141, she
3141, was
3141, near
3141, enough
3141, to
3141, look
3141, over
3141, their
3141, slates;
3142, 'but
3142, it
3142, doesn't
3142, matter
3142, a
3142, bit,'
3142, she
3142, thought
3142, to
3142, herself.
3143, 
3144, At
3144, this
3144, moment
3144, the
3144, King,
3144, who
3144, had
3144, been
3144, for
3144, some
3144, time
3144, busily
3144, writing
3144, in
3145, his
3145, note-book,
3145, cackled
3145, out
3145, 'Silence!'
3145, and
3145, read
3145, out
3145, from
3145, his
3145, book,
3145, 'Rule
3146, Forty-two.
3146, ALL
3146, PERSONS
3146, MORE
3146, THAN
3146, A
3146, MILE
3146, HIGH
3146, TO
3146, LEAVE
3146, THE
3146, COURT.'
3147, 
3148, Everybody
3148, looked
3148, at
3148, Alice.
3149, 
3150, 'I'M
3150, not
3150, a
3150, mile
3150, high,'
3150, said
3150, Alice.
3151, 
3152, 'You
3152, are,'
3152, said
3152, the
3152, King.
3153, 
3154, 'Nearly
3154, two
3154, miles
3154, high,'
3154, added
3154, the
3154, Queen.
3155, 
3156, 'Well,
3156, I
3156, shan't
3156, go,
3156, at
3156, any
3156, rate,'
3156, said
3156, Alice:
3156, 'besides,
3156, that's
3156, not
3156, a
3157, regular
3157, rule:
3157, you
3157, invented
3157, it
3157, just
3157, now.'
3158, 
3159, 'It's
3159, the
3159, oldest
3159, rule
3159, in
3159, the
3159, book,'
3159, said
3159, the
3159, King.
3160, 
3161, 'Then
3161, it
3161, ought
3161, to
3161, be
3161, Number
3161, One,'
3161, said
3161, Alice.
3162, 
3163, The
3163, King
3163, turned
3163, pale,
3163, and
3163, shut
3163, his
3163, note-book
3163, hastily.
3163, 'Consider
3163, your
3164, verdict,'
3164, he
3164, said
3164, to
3164, the
3164, jury,
3164, in
3164, a
3164, low,
3164, trembling
3164, voice.
3165, 
3166, 'There's
3166, more
3166, evidence
3166, to
3166, come
3166, yet,
3166, please
3166, your
3166, Majesty,'
3166, said
3166, the
3166, White
3167, Rabbit,
3167, jumping
3167, up
3167, in
3167, a
3167, great
3167, hurry;
3167, 'this
3167, paper
3167, has
3167, just
3167, been
3167, picked
3168, up.'
3169, 
3170, 'What's
3170, in
3170, it?'
3170, said
3170, the
3170, Queen.
3171, 
3172, 'I
3172, haven't
3172, opened
3172, it
3172, yet,'
3172, said
3172, the
3172, White
3172, Rabbit,
3172, 'but
3172, it
3172, seems
3172, to
3172, be
3172, a
3173, letter,
3173, written
3173, by
3173, the
3173, prisoner
3173, to--to
3173, somebody.'
3174, 
3175, 'It
3175, must
3175, have
3175, been
3175, that,'
3175, said
3175, the
3175, King,
3175, 'unless
3175, it
3175, was
3175, written
3175, to
3176, nobody,
3176, which
3176, isn't
3176, usual,
3176, you
3176, know.'
3177, 
3178, 'Who
3178, is
3178, it
3178, directed
3178, to?'
3178, said
3178, one
3178, of
3178, the
3178, jurymen.
3179, 
3180, 'It
3180, isn't
3180, directed
3180, at
3180, all,'
3180, said
3180, the
3180, White
3180, Rabbit;
3180, 'in
3180, fact,
3180, there's
3181, nothing
3181, written
3181, on
3181, the
3181, OUTSIDE.'
3181, He
3181, unfolded
3181, the
3181, paper
3181, as
3181, he
3181, spoke,
3181, and
3182, added
3182, 'It
3182, isn't
3182, a
3182, letter,
3182, after
3182, all:
3182, it's
3182, a
3182, set
3182, of
3182, verses.'
3183, 
3184, 'Are
3184, they
3184, in
3184, the
3184, prisoner's
3184, handwriting?'
3184, asked
3184, another
3184, of
3184, the
3184, jurymen.
3185, 
3186, 'No,
3186, they're
3186, not,'
3186, said
3186, the
3186, White
3186, Rabbit,
3186, 'and
3186, that's
3186, the
3186, queerest
3186, thing
3187, about
3187, it.'
3187, (The
3187, jury
3187, all
3187, looked
3187, puzzled.)
3188, 
3189, 'He
3189, must
3189, have
3189, imitated
3189, somebody
3189, else's
3189, hand,'
3189, said
3189, the
3189, King.
3189, (The
3189, jury
3190, all
3190, brightened
3190, up
3190, again.)
3191, 
3192, 'Please
3192, your
3192, Majesty,'
3192, said
3192, the
3192, Knave,
3192, 'I
3192, didn't
3192, write
3192, it,
3192, and
3192, they
3193, can't
3193, prove
3193, I
3193, did:
3193, there's
3193, no
3193, name
3193, signed
3193, at
3193, the
3193, end.'
3194, 
3195, 'If
3195, you
3195, didn't
3195, sign
3195, it,'
3195, said
3195, the
3195, King,
3195, 'that
3195, only
3195, makes
3195, the
3195, matter
3196, worse.
3196, You
3196, MUST
3196, have
3196, meant
3196, some
3196, mischief,
3196, or
3196, else
3196, you'd
3196, have
3196, signed
3196, your
3197, name
3197, like
3197, an
3197, honest
3197, man.'
3198, 
3199, There
3199, was
3199, a
3199, general
3199, clapping
3199, of
3199, hands
3199, at
3199, this:
3199, it
3199, was
3199, the
3199, first
3199, really
3200, clever
3200, thing
3200, the
3200, King
3200, had
3200, said
3200, that
3200, day.
3201, 
3202, 'That
3202, PROVES
3202, his
3202, guilt,'
3202, said
3202, the
3202, Queen.
3203, 
3204, 'It
3204, proves
3204, nothing
3204, of
3204, the
3204, sort!'
3204, said
3204, Alice.
3204, 'Why,
3204, you
3204, don't
3204, even
3204, know
3205, what
3205, they're
3205, about!'
3206, 
3207, 'Read
3207, them,'
3207, said
3207, the
3207, King.
3208, 
3209, The
3209, White
3209, Rabbit
3209, put
3209, on
3209, his
3209, spectacles.
3209, 'Where
3209, shall
3209, I
3209, begin,
3209, please
3210, your
3210, Majesty?'
3210, he
3210, asked.
3211, 
3212, 'Begin
3212, at
3212, the
3212, beginning,'
3212, the
3212, King
3212, said
3212, gravely,
3212, 'and
3212, go
3212, on
3212, till
3212, you
3213, come
3213, to
3213, the
3213, end:
3213, then
3213, stop.'
3214, 
3215, These
3215, were
3215, the
3215, verses
3215, the
3215, White
3215, Rabbit
3215, read:--
3216, 
3217, 'They
3217, told
3217, me
3217, you
3217, had
3217, been
3217, to
3217, her,
3218, And
3218, mentioned
3218, me
3218, to
3218, him:
3219, She
3219, gave
3219, me
3219, a
3219, good
3219, character,
3220, But
3220, said
3220, I
3220, could
3220, not
3220, swim.
3221, 
3222, He
3222, sent
3222, them
3222, word
3222, I
3222, had
3222, not
3222, gone
3223, (We
3223, know
3223, it
3223, to
3223, be
3223, true):
3224, If
3224, she
3224, should
3224, push
3224, the
3224, matter
3224, on,
3225, What
3225, would
3225, become
3225, of
3225, you?
3226, 
3227, I
3227, gave
3227, her
3227, one,
3227, they
3227, gave
3227, him
3227, two,
3228, You
3228, gave
3228, us
3228, three
3228, or
3228, more;
3229, They
3229, all
3229, returned
3229, from
3229, him
3229, to
3229, you,
3230, Though
3230, they
3230, were
3230, mine
3230, before.
3231, 
3232, If
3232, I
3232, or
3232, she
3232, should
3232, chance
3232, to
3232, be
3233, Involved
3233, in
3233, this
3233, affair,
3234, He
3234, trusts
3234, to
3234, you
3234, to
3234, set
3234, them
3234, free,
3235, Exactly
3235, as
3235, we
3235, were.
3236, 
3237, My
3237, notion
3237, was
3237, that
3237, you
3237, had
3237, been
3238, (Before
3238, she
3238, had
3238, this
3238, fit)
3239, An
3239, obstacle
3239, that
3239, came
3239, between
3240, Him,
3240, and
3240, ourselves,
3240, and
3240, it.
3241, 
3242, Don't
3242, let
3242, him
3242, know
3242, she
3242, liked
3242, them
3242, best,
3243, For
3243, this
3243, must
3243, ever
3243, be
3244, A
3244, secret,
3244, kept
3244, from
3244, all
3244, the
3244, rest,
3245, Between
3245, yourself
3245, and
3245, me.'
3246, 
3247, 'That's
3247, the
3247, most
3247, important
3247, piece
3247, of
3247, evidence
3247, we've
3247, heard
3247, yet,'
3247, said
3247, the
3248, King,
3248, rubbing
3248, his
3248, hands;
3248, 'so
3248, now
3248, let
3248, the
3248, jury--'
3249, 
3250, 'If
3250, any
3250, one
3250, of
3250, them
3250, can
3250, explain
3250, it,'
3250, said
3250, Alice,
3250, (she
3250, had
3250, grown
3250, so
3250, large
3251, in
3251, the
3251, last
3251, few
3251, minutes
3251, that
3251, she
3251, wasn't
3251, a
3251, bit
3251, afraid
3251, of
3251, interrupting
3252, him,)
3252, 'I'll
3252, give
3252, him
3252, sixpence.
3252, _I_
3252, don't
3252, believe
3252, there's
3252, an
3252, atom
3252, of
3253, meaning
3253, in
3253, it.'
3254, 
3255, The
3255, jury
3255, all
3255, wrote
3255, down
3255, on
3255, their
3255, slates,
3255, 'SHE
3255, doesn't
3255, believe
3255, there's
3255, an
3256, atom
3256, of
3256, meaning
3256, in
3256, it,'
3256, but
3256, none
3256, of
3256, them
3256, attempted
3256, to
3256, explain
3256, the
3256, paper.
3257, 
3258, 'If
3258, there's
3258, no
3258, meaning
3258, in
3258, it,'
3258, said
3258, the
3258, King,
3258, 'that
3258, saves
3258, a
3258, world
3258, of
3259, trouble,
3259, you
3259, know,
3259, as
3259, we
3259, needn't
3259, try
3259, to
3259, find
3259, any.
3259, And
3259, yet
3259, I
3259, don't
3259, know,'
3260, he
3260, went
3260, on,
3260, spreading
3260, out
3260, the
3260, verses
3260, on
3260, his
3260, knee,
3260, and
3260, looking
3260, at
3260, them
3261, with
3261, one
3261, eye;
3261, 'I
3261, seem
3261, to
3261, see
3261, some
3261, meaning
3261, in
3261, them,
3261, after
3261, all.
3261, "--SAID
3262, I
3262, COULD
3262, NOT
3262, SWIM--"
3262, you
3262, can't
3262, swim,
3262, can
3262, you?'
3262, he
3262, added,
3262, turning
3262, to
3262, the
3263, Knave.
3264, 
3265, The
3265, Knave
3265, shook
3265, his
3265, head
3265, sadly.
3265, 'Do
3265, I
3265, look
3265, like
3265, it?'
3265, he
3265, said.
3265, (Which
3265, he
3266, certainly
3266, did
3266, NOT,
3266, being
3266, made
3266, entirely
3266, of
3266, cardboard.)
3267, 
3268, 'All
3268, right,
3268, so
3268, far,'
3268, said
3268, the
3268, King,
3268, and
3268, he
3268, went
3268, on
3268, muttering
3268, over
3269, the
3269, verses
3269, to
3269, himself:
3269, '"WE
3269, KNOW
3269, IT
3269, TO
3269, BE
3269, TRUE--"
3269, that's
3269, the
3269, jury,
3269, of
3270, course--"I
3270, GAVE
3270, HER
3270, ONE,
3270, THEY
3270, GAVE
3270, HIM
3270, TWO--"
3270, why,
3270, that
3270, must
3270, be
3270, what
3270, he
3271, did
3271, with
3271, the
3271, tarts,
3271, you
3271, know--'
3272, 
3273, 'But,
3273, it
3273, goes
3273, on
3273, "THEY
3273, ALL
3273, RETURNED
3273, FROM
3273, HIM
3273, TO
3273, YOU,"'
3273, said
3273, Alice.
3274, 
3275, 'Why,
3275, there
3275, they
3275, are!'
3275, said
3275, the
3275, King
3275, triumphantly,
3275, pointing
3275, to
3275, the
3275, tarts
3276, on
3276, the
3276, table.
3276, 'Nothing
3276, can
3276, be
3276, clearer
3276, than
3276, THAT.
3276, Then
3276, again--"BEFORE
3276, SHE
3277, HAD
3277, THIS
3277, FIT--"
3277, you
3277, never
3277, had
3277, fits,
3277, my
3277, dear,
3277, I
3277, think?'
3277, he
3277, said
3277, to
3277, the
3278, Queen.
3279, 
3280, 'Never!'
3280, said
3280, the
3280, Queen
3280, furiously,
3280, throwing
3280, an
3280, inkstand
3280, at
3280, the
3280, Lizard
3281, as
3281, she
3281, spoke.
3281, (The
3281, unfortunate
3281, little
3281, Bill
3281, had
3281, left
3281, off
3281, writing
3281, on
3281, his
3282, slate
3282, with
3282, one
3282, finger,
3282, as
3282, he
3282, found
3282, it
3282, made
3282, no
3282, mark;
3282, but
3282, he
3282, now
3282, hastily
3283, began
3283, again,
3283, using
3283, the
3283, ink,
3283, that
3283, was
3283, trickling
3283, down
3283, his
3283, face,
3283, as
3283, long
3283, as
3284, it
3284, lasted.)
3285, 
3286, 'Then
3286, the
3286, words
3286, don't
3286, FIT
3286, you,'
3286, said
3286, the
3286, King,
3286, looking
3286, round
3286, the
3286, court
3287, with
3287, a
3287, smile.
3287, There
3287, was
3287, a
3287, dead
3287, silence.
3288, 
3289, 'It's
3289, a
3289, pun!'
3289, the
3289, King
3289, added
3289, in
3289, an
3289, offended
3289, tone,
3289, and
3289, everybody
3289, laughed,
3290, 'Let
3290, the
3290, jury
3290, consider
3290, their
3290, verdict,'
3290, the
3290, King
3290, said,
3290, for
3290, about
3290, the
3291, twentieth
3291, time
3291, that
3291, day.
3292, 
3293, 'No,
3293, no!'
3293, said
3293, the
3293, Queen.
3293, 'Sentence
3293, first--verdict
3293, afterwards.'
3294, 
3295, 'Stuff
